000291;8-May-91;1;9.50
000292;8-May-91;4;28.15
000293;8-May-91;1;9.50
000294;8-May-91;2;16.15
000295;8-May-91;3;25.88
000296;8-May-91;5;30.00
000297;8-May-91;3;25.88
000298;8-May-91;5;30.00
000299;8-May-91;3;25.88
000300;8-May-91;1;9.50
000301;8-May-91;4;28.15
000302;8-May-91;1;9.50
000303;8-May-91;5;30.00
000304;8-May-91;4;28.15
000305;8-May-91;5;30.00
000306;8-May-91;3;25.88
000307;8-May-91;3;25.88
000308;8-May-91;2;16.15
000309;8-May-91;5;30.00
000310;8-May-91;4;28.15
000311;8-May-91;5;30.00
000312;8-May-91;1;9.50
000313;8-May-91;4;28.15
000314;8-May-91;2;16.15
000315;8-May-91;1;9.50
000316;8-May-91;5;30.00
000317;8-May-91;5;30.00
000318;8-May-91;1;9.50
000319;8-May-91;4;28.15
000320;8-May-91;1;9.50
000321;8-May-91;1;9.50
000322;8-May-91;4;28.15
000323;8-May-91;4;28.15
000324;8-May-91;2;16.15
000325;8-May-91;4;28.15
000326;8-May-91;1;9.50
000327;8-May-91;1;9.50
000328;8-May-91;1;9.50
000329;8-May-91;5;30.00
000330;8-May-91;4;28.15
000331;8-May-91;5;30.00
000332;8-May-91;3;25.88
000333;8-May-91;3;25.88
000334;8-May-91;4;28.15
000335;8-May-91;3;25.88
000336;8-May-91;3;25.88
000337;8-May-91;5;30.00
000338;8-May-91;1;9.50
000339;8-May-91;1;9.50
000340;8-May-91;3;25.88
000341;8-May-91;5;30.00
000342;8-May-91;3;25.88
000343;8-May-91;5;30.00
000344;8-May-91;5;30.00
000345;8-May-91;2;16.15
000346;8-May-91;4;28.15
000347;8-May-91;4;28.15
000348;8-May-91;1;9.50
000349;8-May-91;2;16.15
000350;8-May-91;4;28.15
000351;8-May-91;2;16.15
000352;8-May-91;1;9.50
000353;8-May-91;2;16.15
000354;8-May-91;5;30.00
000355;8-May-91;5;30.00
000356;8-May-91;1;9.50
000357;8-May-91;1;9.50
000358;8-May-91;1;9.50
000359;8-May-91;1;9.50
000360;8-May-91;4;28.15
000361;8-May-91;5;30.00
000362;8-May-91;5;30.00
000363;8-May-91;4;28.15
000364;8-May-91;4;28.15
000365;8-May-91;4;28.15
000366;8-May-91;3;25.88
000367;8-May-91;4;28.15
000368;8-May-91;1;9.50
000369;8-May-91;5;30.00
000370;8-May-91;4;28.15
000371;8-May-91;1;9.50
000372;8-May-91;4;28.15
000373;8-May-91;4;28.15
000374;8-May-91;5;30.00
000375;8-May-91;3;25.88
000376;8-May-91;1;9.50
000377;8-May-91;5;30.00
000378;8-May-91;3;25.88
000379;8-May-91;4;28.15
000380;8-May-91;2;16.15
000381;8-May-91;4;28.15
000382;8-May-91;1;9.50
000383;8-May-91;5;30.00
000384;8-May-91;3;25.88
000385;8-May-91;2;16.15
000386;8-May-91;2;16.15
000387;8-May-91;1;9.50
000388;8-May-91;4;28.15
000389;8-May-91;1;9.50
000390;8-May-91;2;16.15
000391;8-May-91;1;9.50
000392;8-May-91;3;25.88
000393;8-May-91;1;9.50
000394;8-May-91;1;9.50
000395;8-May-91;2;16.15
000396;8-May-91;3;25.88
000397;8-May-91;1;9.50
000398;8-May-91;4;28.15
000399;8-May-91;2;16.15
000400;8-May-91;4;28.15
